﻿From Date,From Time,To Date,To Time,State,Сity,Station,AT,BP,PM10,PM2.5,RH,SR,Temp,Toluene,WD,WS,CO,Benzene,P_Xylene,NH3,NO2,NO,NOx,Ozone,SO2
01-Dec-2017,00:00,01-Dec-2017,00:15,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,00:15,01-Dec-2017,00:30,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,00:30,01-Dec-2017,00:45,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,00:45,01-Dec-2017,01:00,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,01:00,01-Dec-2017,01:15,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,01:15,01-Dec-2017,01:30,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,01:30,01-Dec-2017,01:45,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,01:45,01-Dec-2017,02:00,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,02:00,01-Dec-2017,02:15,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,02:15,01-Dec-2017,02:30,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,02:30,01-Dec-2017,02:45,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,02:45,01-Dec-2017,03:00,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,03:00,01-Dec-2017,03:15,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,03:15,01-Dec-2017,03:30,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,03:30,01-Dec-2017,03:45,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,03:45,01-Dec-2017,04:00,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,04:00,01-Dec-2017,04:15,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,04:15,01-Dec-2017,04:30,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,04:30,01-Dec-2017,04:45,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,04:45,01-Dec-2017,05:00,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,05:00,01-Dec-2017,05:15,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,05:15,01-Dec-2017,05:30,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,05:30,01-Dec-2017,05:45,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,05:45,01-Dec-2017,06:00,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,06:00,01-Dec-2017,06:15,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,06:15,01-Dec-2017,06:30,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,06:30,01-Dec-2017,06:45,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,06:45,01-Dec-2017,07:00,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,07:00,01-Dec-2017,07:15,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,07:15,01-Dec-2017,07:30,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,07:30,01-Dec-2017,07:45,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,07:45,01-Dec-2017,08:00,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,08:00,01-Dec-2017,08:15,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,08:15,01-Dec-2017,08:30,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,08:30,01-Dec-2017,08:45,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,08:45,01-Dec-2017,09:00,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,09:00,01-Dec-2017,09:15,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,09:15,01-Dec-2017,09:30,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,09:30,01-Dec-2017,09:45,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,09:45,01-Dec-2017,10:00,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,10:00,01-Dec-2017,10:15,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,10:15,01-Dec-2017,10:30,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,10:30,01-Dec-2017,10:45,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,10:45,01-Dec-2017,11:00,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,11:00,01-Dec-2017,11:15,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,11:15,01-Dec-2017,11:30,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,11:30,01-Dec-2017,11:45,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,11:45,01-Dec-2017,12:00,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,12:00,01-Dec-2017,12:15,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
01-Dec-2017,12:15,01-Dec-2017,12:30,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",,,,,,,,,,,,,,,,,,,
